"GWRr2","GWRbx","GWRby","GWR_xSE","GWR_ySE","DMCE","DMCN","Year","Year.1","PlotID","DMCE.1","DMCN.1","long","lat"
0.738682325016281,0.000232211122012297,5.3096371780348e-05,2.78814139173087e-05,1.71074546603685e-05,677227,4344166,1991,1991,85,677227,4344166,-96.9467661198735,39.2287098929298
0.703213257304412,-0.000584914726209479,-4.03037907455495e-05,5.28832793933079e-05,2.08605141415683e-05,676498,4343650,1991,1991,87,676498,4343650,-96.9553416755913,39.2242117188274
0.481147448512138,-8.57882505923131e-05,4.35822510562865e-05,1.75367066497622e-05,1.37930344857185e-05,684077,4343344,1991,1991,89,684077,4343344,-96.8676810875185,39.2198824136854
0.0140737889322313,7.29175636527553e-06,2.8411546057306e-06,9.44684135030457e-06,4.45932047312058e-06,684252,4343757,1991,1991,91,684252,4343757,-96.8655425545409,39.2235642573241
0.297862750394228,-3.11774269803648e-05,3.59467602132163e-05,1.04095368630121e-05,1.04729879879486e-05,684326,4345173,1991,1991,93,684326,4345173,-96.8642992351763,39.2362992436346
0.164087700664519,2.73809166943836e-05,-1.14512450469151e-05,8.56895314176637e-06,7.74536320302562e-06,685915,4346284,1991,1991,95,685915,4346284,-96.8455942045008,39.2459643903708
0.767630719416466,-5.8801849889801e-05,8.01842476023903e-05,4.48988557230308e-06,9.93586709622418e-06,683344,4344923,1991,1991,99,683344,4344923,-96.8757378021723,39.2342560746885
0.0231723170772725,-8.02220215246768e-07,1.26226244536089e-05,1.23888057023033e-05,1.18337560850734e-05,682635,4344636,1991,1991,100,682635,4344636,-96.8840248340938,39.2318211800532
0.115753401218722,3.86382545820426e-05,-1.12415039620216e-05,1.58532759701654e-05,1.38397831509408e-05,689197,4345477,1991,1991,109,689197,4345477,-96.807814092561,39.2379883068411
0.678474927833064,0.000117355963508848,-8.81020529031513e-05,2.3467545033159e-05,1.30878992694099e-05,691417,4344297,1991,1991,111,691417,4344297,-96.7824439475294,39.2268764577872
0.230141392141679,-9.45760703080516e-05,-7.94330155432458e-05,2.72948089954253e-05,2.65549552547178e-05,679786,4350618,1991,1991,117,679786,4350618,-96.9154168017445,39.2862838136502
0.983421673412233,-0.000483145392998504,-0.00029830122313063,4.35405072206508e-05,3.57134164435265e-05,676932,4350601,1991,1991,121,676932,4350601,-96.9484928314398,39.2867183615234
0.689633165057835,-0.000311632123028067,-3.20677562094836e-05,2.8657597381439e-05,1.71857213112655e-05,676480,4349760,1991,1991,123,676480,4349760,-96.9539510313795,39.279237227525
0.404537604602876,3.52767058408199e-05,-8.02702550788954e-06,5.77109413258683e-06,5.43228482042708e-06,690216,4348406,1991,1991,127,690216,4348406,-96.795189156415,39.2641390860909
0.87864103448801,0.000108768217988989,0.000143262838866017,1.59289122105507e-05,9.53195343170799e-06,690297,4347810,1991,1991,128,690297,4347810,-96.7944191935512,39.2587547717849
0.626656694453967,-0.000180136940017402,-0.000270572894349832,2.53891459546066e-05,4.46875293608858e-05,677693,4351254,1991,1991,132,677693,4351254,-96.9395020517521,39.2924429008501
0.11154523081839,-6.35399026278496e-06,-2.42987600956717e-05,7.54181796301289e-06,9.48850093284789e-06,684261,4350282,1991,1991,135,684261,4350282,-96.8636553526012,39.2823179631113
0.178693342179091,2.19269494185259e-05,1.42868295707922e-05,8.1133988069797e-06,4.58010032290796e-06,685184,4348866,1991,1991,137,685184,4348866,-96.8533503010139,39.2693706732849
0.787254239702883,8.83698988876311e-05,-0.000132113529063496,2.53851829470145e-05,1.16035377520435e-05,676763,4342442,1991,1991,303,676763,4342442,-96.9525897202841,39.2132794604219
0.639729435784051,0.000106222522759786,-0.000150256881276994,2.03449338681446e-05,2.08762161453375e-05,676956,4342172,1991,1991,306,676956,4342172,-96.9504262884886,39.2108087405982
0.398194949958868,5.42052372105688e-05,-8.62129510662874e-05,2.35200822027559e-05,1.47523576500577e-05,692663,4323834,1992,1992,1,692663,4323834,-96.7738314729768,39.0423455565356
0.149178712405664,-0.000234739164085029,0.000249322869175386,7.78396394307207e-05,9.59736275516252e-05,696573,4333142,1992,1992,6,696573,4333142,-96.725994726085,39.1252851002369
